id,carat,cut,color,clarity,depth,table,x,y,z,price
28332,1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,906.15
28333,0.31,Good,F,VS2,63.4,56.0,4.29,4.32,2.73,643.78
28334,0.41,Very Good,G,VS1,60.5,57.0,4.81,4.85,2.92,680.13
28335,0.56,Premium,F,I1,62.6,60.0,5.3,5.15,3.27,685.96
28336,0.27,Very Good,D,VS2,62.0,57.0,4.11,4.15,2.56,615.27
28337,1.16,Ideal,G,SI2,61.5,54.0,6.78,6.75,4.16,857.57
28338,0.61,Ideal,G,VS1,61.8,56.0,5.43,5.48,3.37,762.12
28339,0.53,Ideal,G,VVS2,61.7,54.5,5.2,5.26,3.23,759.74
28340,1.52,Premium,H,VS2,60.6,61.0,7.46,7.42,4.51,918.03
28341,1.21,Ideal,I,VVS2,61.3,56.0,6.83,6.87,4.2,897.94
28342,0.5,Fair,G,SI1,67.1,59.0,4.96,4.84,3.29,700.58
28343,0.55,Ideal,D,VS1,61.5,56.0,5.26,5.28,3.24,755.9
28344,1.07,Ideal,H,SI1,61.0,56.0,6.6,6.68,4.05,857.19
28345,0.35,Ideal,I,VS2,62.5,57.0,4.5,4.53,2.82,619.64
28346,0.37,Ideal,G,IF,62.4,56.0,4.6,4.64,2.88,694.02
28347,1.16,Very Good,I,SI1,62.9,58.0,6.64,6.69,4.19,843.08
28348,0.35,Premium,H,VVS1,62.1,58.0,4.52,4.46,2.79,693.15
28349,0.3,Ideal,F,IF,61.3,56.0,4.3,4.34,2.65,677.19
28350,2.02,Premium,H,VS2,62.7,53.0,8.02,7.95,0.0,980.96
28351,0.5,Premium,D,VS2,62.1,58.0,5.03,5.08,3.14,746.85
28352,0.3,Very Good,J,VS1,63.4,57.0,4.26,4.23,2.69,622.65
28353,0.6,Ideal,G,IF,62.0,55.0,5.39,5.44,3.36,785.17
28354,1.03,Premium,G,SI1,60.5,60.0,6.52,6.48,3.93,853.8
28355,0.52,Ideal,G,VVS2,60.8,57.0,5.2,5.17,3.15,753.8
28356,1.0,Very Good,I,SI1,59.3,63.0,6.52,6.47,3.85,811.97
28357,0.92,Premium,E,SI2,61.7,59.0,6.18,6.27,3.84,829.68
28358,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,836.12
28359,1.12,Very Good,G,VVS1,58.9,60.0,6.78,6.91,4.03,899.62
28360,1.06,Ideal,F,I1,62.1,55.0,6.54,6.57,4.07,817.3
28361,1.7,Premium,H,VVS2,61.4,58.0,7.66,7.62,4.69,924.35
28362,1.08,Ideal,H,SI1,60.5,57.0,6.63,6.67,4.02,876.81
28363,0.34,Ideal,H,VS1,62.7,55.0,4.48,4.51,2.82,639.02
28364,1.21,Ideal,H,IF,61.0,57.0,6.79,6.89,4.17,896.05
28365,2.02,Fair,H,SI1,66.3,57.0,7.71,7.79,5.14,951.06
28366,0.51,Ideal,E,VVS1,62.3,53.7,5.1,5.12,3.19,783.36
28367,2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,942.13
28368,0.5,Very Good,D,SI1,61.6,59.0,5.12,5.14,3.16,718.39
28369,1.52,Premium,H,VS1,60.6,58.0,7.46,7.39,4.5,939.66
28370,1.05,Ideal,G,VS2,61.1,57.0,6.55,6.52,3.99,861.32
28371,2.05,Premium,D,SI2,60.0,58.0,8.31,8.23,4.96,946.43
28372,0.31,Premium,G,SI1,61.7,55.0,4.38,4.37,2.7,638.52
28373,0.9,Very Good,F,SI1,63.6,58.0,6.08,6.12,3.88,825.53
28374,0.76,Premium,E,VVS2,60.6,59.0,5.94,5.85,3.57,823.4
28375,0.3,Premium,F,VS2,61.4,60.0,4.27,4.3,2.63,640.52
28376,0.33,Ideal,I,VVS2,62.7,54.0,4.45,4.42,2.78,661.07
28377,0.44,Very Good,J,VS1,63.1,57.0,4.87,4.83,3.06,679.23
28378,0.41,Premium,E,VS1,60.0,58.0,4.83,4.8,2.89,705.01
28379,1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,936.7
28380,0.41,Ideal,G,VVS2,61.3,56.0,4.77,4.76,2.92,698.1
28381,1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,824.3
28382,0.34,Premium,F,VS2,59.2,60.0,4.6,4.56,2.71,677.99
28383,0.35,Ideal,F,VS2,60.8,57.0,4.56,4.52,2.76,680.9
28384,1.51,Premium,F,VS2,61.8,56.0,7.46,7.32,4.57,946.49
28385,0.76,Ideal,E,VVS1,62.2,55.0,5.86,5.82,3.63,852.83
28386,1.1,Ideal,I,VS2,61.8,56.0,6.65,6.6,4.1,850.96
28387,0.74,Very Good,E,SI1,59.9,56.0,5.89,5.93,3.54,815.97
28388,1.7,Premium,G,SI1,62.1,57.0,7.61,7.55,4.71,950.43
28389,0.39,Ideal,D,SI2,61.6,56.0,4.69,4.72,2.9,647.85
28390,0.74,Ideal,F,VS1,61.7,56.0,5.83,5.78,3.58,806.15
28391,0.4,Ideal,G,VS2,60.5,57.0,4.74,4.8,2.89,691.08
28392,1.56,Premium,I,VS1,61.7,59.0,7.46,7.41,4.59,920.62
28393,0.7,Very Good,F,VS2,60.5,58.0,5.78,5.83,3.51,779.85
28394,0.7,Very Good,F,SI1,61.7,61.0,5.67,5.7,3.51,770.98
28395,0.3,Very Good,H,VVS2,62.8,57.0,4.22,4.25,2.66,640.52
28396,0.31,Very Good,G,SI2,62.3,57.0,4.33,4.37,2.71,601.13
28397,1.05,Very Good,I,VS2,63.2,59.0,6.47,6.44,4.08,851.44
28398,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,684.16
28399,0.85,Fair,H,I1,66.9,54.0,5.98,5.75,3.94,713.09
28400,0.31,Very Good,G,SI1,63.0,56.0,4.3,4.34,2.72,613.56
28401,2.03,Ideal,F,SI2,61.6,55.0,8.19,8.14,5.03,982.97
28402,0.51,Very Good,E,SI1,60.8,55.0,5.17,5.2,3.15,718.39
28403,0.51,Ideal,F,VVS2,62.2,57.0,5.12,5.14,3.19,764.11
28404,1.56,Ideal,E,SI2,61.2,56.0,7.53,7.49,4.59,904.99
28405,1.01,Very Good,H,SI1,58.5,56.0,6.6,6.69,3.89,843.79
28406,0.38,Ideal,G,VVS2,61.3,56.4,4.67,4.71,2.88,683.41
28407,1.01,Premium,G,VS1,60.9,58.0,6.43,6.47,3.93,881.86
28408,0.71,Premium,I,SI1,60.2,58.0,5.83,5.76,3.49,768.39
28409,1.01,Good,F,VS2,65.2,57.0,6.19,6.23,4.05,864.82
28410,0.37,Premium,F,SI1,61.5,59.0,4.62,4.59,2.83,667.33
28411,2.01,Premium,I,SI1,60.9,60.0,8.1,8.06,4.92,965.04
28412,1.06,Premium,H,SI1,61.6,59.0,6.55,6.54,4.03,849.13
28413,2.03,Premium,I,VS2,60.5,62.0,8.22,8.17,4.96,969.95
28414,0.33,Very Good,D,SI1,62.8,56.0,4.39,4.43,2.77,641.02
28415,0.35,Ideal,F,VS2,62.1,56.0,4.54,4.57,2.83,655.96
28416,0.33,Very Good,J,IF,60.9,54.0,4.47,4.53,2.74,627.1
28417,1.71,Ideal,I,VS2,60.5,56.0,7.73,7.71,4.67,935.52
28418,0.5,Very Good,F,VVS1,61.1,55.0,5.14,5.18,3.15,766.01
28419,0.9,Very Good,F,SI1,62.7,59.0,6.12,6.16,3.85,832.34
28420,0.32,Ideal,D,VS2,62.1,56.0,4.43,4.39,2.74,687.94
28421,0.39,Premium,E,VS2,61.4,58.0,4.73,4.68,2.89,685.75
28422,0.3,Ideal,F,VVS1,61.9,57.0,4.32,4.3,2.67,690.27
28423,1.53,Premium,G,VS1,60.2,59.0,7.5,7.45,4.5,948.18
28424,0.32,Ideal,H,SI1,61.2,56.0,4.43,4.46,2.72,606.38
28425,1.22,Premium,I,VS2,62.3,59.0,6.79,6.83,4.24,867.11
28426,0.55,Ideal,F,VVS1,61.2,54.0,5.3,5.35,3.26,800.8
28427,1.07,Premium,H,VS2,58.9,58.0,6.7,6.65,3.93,848.26
28428,1.21,Ideal,H,VVS2,61.3,57.0,6.92,6.87,4.23,900.34
28429,0.38,Ideal,G,SI1,61.5,55.0,4.66,4.68,2.87,654.39
28430,0.35,Ideal,G,IF,61.8,56.0,4.52,4.57,2.81,688.14
28431,1.01,Good,D,VS2,61.8,59.0,6.28,6.35,3.9,884.1
28432,1.13,Very Good,I,SI1,61.5,60.0,6.68,6.72,4.12,846.93
28433,1.51,Premium,E,SI1,63.0,58.0,7.33,7.27,4.6,938.2
28434,0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,770.03
28435,1.87,Premium,H,SI2,62.5,58.0,7.86,7.81,4.9,930.9
28436,0.9,Premium,D,VS1,61.2,58.0,6.27,6.25,3.83,877.04
28437,1.01,Very Good,E,VS2,59.5,60.0,6.5,6.54,3.88,889.43
28438,0.76,Very Good,H,SI1,63.0,58.0,5.78,5.8,3.65,786.06
28439,0.7,Very Good,G,SI1,64.3,56.0,5.56,5.58,3.58,783.08
28440,1.7,Very Good,J,VS1,63.6,58.0,7.52,7.54,4.79,917.81
28441,0.31,Good,G,VS2,63.4,59.0,4.29,4.32,2.73,629.89
28442,0.3,Ideal,E,VVS2,62.3,57.0,4.29,4.32,2.68,664.12
28443,0.31,Ideal,G,VS2,62.3,56.0,4.34,4.29,2.69,654.82
28444,0.92,Premium,I,SI1,60.7,58.0,6.3,6.25,3.81,816.88
28445,0.82,Very Good,D,SI1,61.3,56.0,6.02,6.06,3.7,818.67
28446,1.19,Good,E,VS2,57.4,60.0,6.9,7.0,3.99,884.46
28447,1.1,Very Good,E,VS2,61.9,55.0,6.61,6.67,4.11,882.11
28448,1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,841.36
28449,0.7,Premium,G,SI1,61.6,61.0,5.7,5.63,3.49,773.41
28450,0.32,Ideal,G,VS1,62.1,55.0,4.42,4.4,2.74,671.9
28451,0.7,Very Good,E,SI1,58.7,60.0,5.85,5.88,3.44,771.38
28452,0.4,Ideal,F,VVS2,61.5,59.0,4.75,4.81,2.94,692.26
28453,0.3,Ideal,G,IF,61.7,53.0,4.33,4.36,2.68,674.52
28454,1.01,Premium,G,SI1,62.2,58.0,6.42,6.4,3.99,851.84
28455,2.0,Ideal,E,SI2,62.2,57.0,8.11,8.09,5.04,972.02
28456,0.77,Premium,F,VVS2,60.5,56.0,5.94,5.9,3.58,814.61
28457,0.51,Very Good,E,SI2,60.3,56.0,5.19,5.22,3.14,700.12
28458,1.08,Premium,I,SI1,62.2,58.0,6.6,6.56,4.09,840.65
28459,2.0,Fair,D,SI1,64.8,58.0,7.98,7.89,5.14,965.12
28460,0.4,Premium,D,SI1,61.1,58.0,4.75,4.74,2.9,689.77
28461,0.71,Very Good,E,VS2,63.8,58.0,5.62,5.66,3.6,793.88
28462,1.5,Very Good,I,SI2,63.1,59.0,7.24,7.15,4.54,887.49
28463,0.32,Very Good,G,VVS1,58.1,59.0,4.49,4.53,2.62,673.58
28464,0.29,Premium,I,VS2,62.4,58.0,4.23,4.2,2.63,606.15
28465,0.73,Ideal,J,SI1,62.0,56.0,5.74,5.78,3.57,755.07
28466,0.55,Very Good,G,VS1,59.4,62.0,5.32,5.36,3.17,741.88
28467,0.91,Good,D,SI1,63.1,61.0,6.1,6.16,3.87,832.19
28468,0.3,Ideal,E,VS2,62.0,55.0,4.31,4.27,2.66,673.82
28469,0.32,Ideal,H,VS1,61.4,55.0,4.43,4.49,2.74,636.3
28470,0.73,Premium,F,SI1,61.9,60.0,5.78,5.81,3.59,782.56
28471,0.86,Premium,I,I1,62.6,56.0,6.11,6.03,3.8,751.1
28472,0.37,Ideal,G,VS1,61.9,54.0,4.62,4.68,2.88,660.8
28473,2.35,Premium,I,SI2,61.1,58.0,8.63,8.56,5.25,975.81
28474,0.9,Very Good,H,SI1,61.9,59.0,6.17,6.21,3.83,818.73
28475,1.59,Ideal,I,SI1,62.4,58.0,7.43,7.48,4.65,912.79
28476,0.31,Ideal,F,VS2,61.9,55.0,4.37,4.39,2.71,662.94
28477,0.56,Ideal,F,VS2,61.0,55.0,5.33,5.35,3.26,744.31
28478,0.29,Very Good,E,VS1,61.7,58.0,4.23,4.29,2.63,622.26
28479,0.51,Ideal,F,SI1,61.3,56.0,5.19,5.16,3.17,724.85
28480,1.01,Good,D,SI2,64.5,58.0,6.18,6.26,4.01,843.51
28481,1.06,Premium,I,SI1,61.9,57.0,6.61,6.51,4.06,840.11
28482,1.3,Very Good,F,SI1,61.5,58.0,6.99,7.06,4.32,893.16
28483,0.42,Ideal,H,SI1,60.9,56.0,4.89,4.86,2.97,663.33
28484,0.31,Ideal,G,VVS2,62.7,57.0,4.31,4.33,2.71,656.1
28485,0.5,Premium,E,SI1,62.4,60.0,4.98,4.96,3.1,712.13
28486,0.54,Good,E,VS2,60.2,61.0,5.27,5.32,3.19,747.93
28487,0.71,Ideal,F,SI2,61.6,56.0,5.73,5.67,3.51,768.16
28488,1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04,882.42
28489,1.03,Ideal,G,VS1,61.7,56.0,6.47,6.53,4.01,893.42
28490,1.5,Premium,D,VS2,61.8,60.0,7.3,7.37,4.53,962.26
28491,0.42,Good,F,SI1,63.3,56.0,4.75,4.79,3.02,658.2
28492,0.52,Ideal,E,VS2,61.3,56.0,5.17,5.21,3.18,739.08
28493,0.27,Ideal,G,VVS1,62.5,56.0,4.15,4.18,2.6,644.09
28494,0.32,Ideal,G,VS2,62.1,56.0,4.36,4.4,2.72,626.15
28495,2.01,Premium,H,SI1,59.6,59.0,8.27,8.19,4.9,976.76
28496,0.59,Ideal,F,VS2,60.6,56.0,5.43,5.48,3.31,751.43
28497,0.71,Good,I,VS1,63.3,56.0,5.65,5.69,3.59,774.33
28498,0.4,Ideal,I,IF,62.8,54.0,4.7,4.72,2.96,695.94
28499,0.62,Premium,G,VS2,61.1,59.0,5.56,5.5,3.38,751.81
28500,1.2,Ideal,G,VVS2,61.0,56.0,6.86,6.88,4.19,935.27
28501,0.33,Ideal,G,SI1,61.8,54.0,4.46,4.5,2.77,611.59
28502,0.7,Fair,G,VVS2,64.5,61.0,5.43,5.52,3.53,786.13
28503,0.9,Good,F,SI1,61.8,63.0,6.21,6.18,3.83,835.26
28504,1.09,Very Good,H,SI1,61.7,59.0,6.53,6.59,4.05,848.65
28505,1.01,Ideal,D,SI1,61.2,57.0,6.47,6.44,3.95,862.03
28506,0.71,Ideal,G,VS2,62.4,54.0,5.72,5.76,3.58,792.37
28507,0.41,Ideal,J,VS1,61.3,57.0,4.81,4.84,2.96,647.39
28508,0.81,Good,D,SI1,63.9,58.0,5.9,5.85,3.75,806.43
28509,1.1,Ideal,D,VVS2,62.0,57.0,6.62,6.57,4.09,932.66
28510,0.4,Very Good,F,VS2,62.9,57.0,4.69,4.72,2.96,673.58
28511,0.96,Very Good,D,SI2,60.2,63.0,6.36,6.3,3.81,813.71
28512,1.06,Good,J,VS2,63.5,60.1,6.43,6.51,4.11,841.56
28513,0.5,Ideal,D,SI1,62.9,57.0,5.08,5.06,3.19,741.1
28514,0.58,Ideal,G,VS1,62.6,54.0,5.3,5.34,3.33,754.12
28515,0.5,Fair,E,SI1,65.1,58.0,5.04,4.94,3.25,701.57
28516,0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,762.85
28517,0.3,Very Good,E,VS2,62.6,62.0,4.21,4.25,2.65,642.0
28518,0.44,Very Good,F,SI1,62.8,59.0,4.88,4.91,3.07,672.02
28519,0.31,Premium,E,VS2,61.0,59.0,4.39,4.33,2.66,677.08
28520,0.3,Ideal,G,IF,62.0,55.0,4.33,4.35,2.69,676.04
28521,0.4,Ideal,F,IF,61.8,55.0,4.74,4.8,2.95,713.97
28522,0.51,Very Good,E,SI1,63.0,58.0,4.99,5.08,3.17,719.29
28523,0.31,Ideal,I,VS2,62.1,53.7,4.37,4.4,2.72,610.26
28524,1.03,Ideal,H,SI2,61.1,57.0,6.55,6.52,3.99,838.57
28525,0.5,Very Good,E,SI2,58.0,63.0,5.22,5.19,3.02,691.67
28526,0.33,Premium,G,VS2,62.6,58.0,4.41,4.44,2.77,636.13
28527,1.51,Premium,D,VS2,61.7,58.0,7.33,7.29,4.51,965.06
28528,0.68,Good,J,VS1,61.6,65.0,5.63,5.57,3.45,720.12
28529,0.31,Ideal,I,SI1,62.2,54.0,4.36,4.39,2.72,607.76
28530,0.5,Premium,E,VS2,60.6,59.0,5.17,5.06,3.1,741.1
28531,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,842.49
28532,0.7,Good,E,VS2,63.0,61.0,5.51,5.64,3.51,778.07
28533,1.2,Ideal,I,SI1,62.2,56.0,6.75,6.73,4.19,855.14
28534,0.57,Very Good,H,VVS2,60.2,56.0,5.41,5.44,3.27,745.36
28535,0.5,Premium,F,VS2,62.8,61.0,5.07,5.03,3.17,741.1
28536,0.4,Good,E,SI2,64.2,57.0,4.68,4.7,3.01,642.49
28537,1.58,Ideal,H,VS2,62.7,56.0,7.44,7.39,4.65,933.83
28538,1.22,Premium,F,VVS2,63.0,56.0,6.88,6.76,4.3,925.86
28539,0.31,Ideal,H,VVS1,60.9,56.0,4.4,4.42,2.69,650.88
28540,0.5,Premium,F,I1,60.5,60.0,5.15,5.07,3.1,664.64
28541,1.72,Very Good,I,VVS2,62.7,58.0,7.54,7.6,4.75,942.51
28542,0.33,Very Good,D,SI2,62.9,56.0,4.41,4.43,2.78,619.85
28543,0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67,824.51
28544,0.35,Premium,E,VS2,61.6,58.0,4.52,4.57,2.8,664.25
28545,0.24,Very Good,H,VVS2,60.7,58.0,4.04,4.07,2.46,606.84
28546,0.38,Very Good,D,VS2,58.8,61.0,4.72,4.77,2.79,676.96
28547,0.38,Ideal,I,SI1,61.7,56.0,4.64,4.67,2.87,641.35
28548,1.0,Good,E,SI2,57.7,65.0,6.55,6.59,3.79,821.5
28549,0.33,Ideal,G,VVS2,62.3,56.0,4.43,4.47,2.77,656.95
28550,2.03,Very Good,I,SI1,62.2,59.0,8.03,8.09,5.01,972.27
28551,0.36,Ideal,F,VVS2,61.7,57.0,4.58,4.61,2.83,679.79
28552,0.52,Very Good,F,SI1,58.6,61.0,5.28,5.3,3.1,712.61
28553,0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,707.58
28554,2.05,Very Good,H,VS2,61.8,60.0,8.14,8.19,5.05,980.65
28555,1.01,Ideal,H,SI2,62.4,57.0,6.36,6.43,3.99,845.38
28556,0.37,Ideal,F,VVS2,60.5,60.0,4.65,4.67,2.82,677.54
28557,1.03,Ideal,J,SI1,61.6,57.0,6.46,6.49,3.99,833.69
28558,1.51,Premium,G,VS2,61.3,58.0,7.39,7.33,4.51,968.6
28559,1.59,Premium,E,VS2,62.3,59.0,7.43,7.38,4.61,963.23
28560,2.02,Ideal,H,SI1,61.7,57.0,8.14,8.08,5.0,979.15
28561,0.4,Good,J,VS1,63.5,56.0,4.69,4.7,2.98,637.84
28562,1.1,Very Good,D,VS1,59.7,58.0,6.69,6.72,4.0,920.04
28563,1.07,Premium,E,SI2,60.5,59.0,6.59,6.67,4.01,836.26
28564,0.32,Premium,G,VS1,61.0,59.0,4.39,4.43,2.69,646.93
28565,0.54,Premium,D,VVS2,62.0,59.0,5.17,5.22,3.22,782.6
28566,0.71,Very Good,J,SI2,60.9,55.0,5.76,5.87,3.54,759.39
28567,0.73,Fair,G,SI1,65.5,56.0,5.68,5.62,3.7,761.68
28568,1.26,Ideal,G,VVS2,60.7,56.0,7.05,7.03,4.27,926.44
28569,1.03,Ideal,G,VS1,61.4,55.0,6.5,6.53,4.0,892.01
28570,1.12,Ideal,H,SI1,60.7,56.0,6.74,6.7,4.08,860.47
28571,1.11,Ideal,J,VS1,61.3,55.0,6.65,6.75,4.11,851.96
28572,0.4,Ideal,F,VVS2,61.7,55.0,4.76,4.74,2.93,705.88
28573,0.5,Very Good,D,SI1,63.5,57.0,5.09,5.05,3.22,713.65
28574,1.57,Premium,J,VS1,61.3,59.0,7.44,7.47,4.57,905.89
28575,0.5,Ideal,F,VS2,62.7,57.0,5.06,5.11,3.19,726.96
28576,0.33,Ideal,D,VS2,60.7,56.0,4.48,4.5,2.73,668.84
28577,1.02,Very Good,E,SI2,60.7,62.0,6.44,6.47,3.92,839.03
28578,1.05,Ideal,H,SI2,62.0,57.0,6.54,6.5,4.04,816.85
28579,1.44,Good,G,VS1,63.6,58.0,7.01,6.96,4.44,917.75
28580,0.32,Premium,D,VS2,62.9,59.0,4.39,4.36,2.75,673.58
28581,0.75,Very Good,F,VS1,63.2,57.0,5.78,5.74,3.64,804.85
28582,0.43,Ideal,E,SI1,61.2,56.2,4.87,4.89,2.99,668.84
28583,0.26,Ideal,I,VS1,62.1,55.0,4.11,4.13,2.56,607.3
28584,0.57,Very Good,D,VS2,62.5,59.0,5.28,5.32,3.31,746.62
28585,1.01,Ideal,E,SI2,62.8,57.0,6.38,6.35,4.0,839.71
28586,0.72,Premium,D,VVS2,60.0,57.0,5.92,5.84,3.53,814.87
28587,0.32,Premium,G,VS2,60.5,58.0,4.42,4.41,2.67,657.93
28588,1.22,Premium,J,SI2,62.1,59.0,6.82,6.77,4.22,841.38
28589,0.5,Premium,G,VS1,60.3,60.0,5.1,5.08,3.07,739.57
28590,0.92,Ideal,H,SI2,58.5,57.0,6.37,6.34,3.72,798.85
28591,0.62,Very Good,G,VS1,60.1,58.0,5.52,5.54,3.32,767.83
28592,2.01,Good,H,SI2,62.2,57.0,8.05,8.1,5.03,961.29
28593,0.31,Ideal,E,VVS2,61.7,56.0,4.33,4.36,2.68,670.44
28594,0.32,Ideal,F,VVS1,62.3,56.0,4.38,4.35,2.72,689.77
28595,1.01,Premium,G,SI1,62.9,61.0,6.35,6.33,3.99,857.04
28596,0.4,Premium,G,IF,59.8,58.0,4.79,4.85,2.88,719.52
28597,0.53,Ideal,E,VS2,62.7,54.0,5.15,5.18,3.24,745.07
28598,0.43,Good,G,SI1,63.1,58.0,4.75,4.79,3.01,655.68
28599,1.53,Ideal,H,VVS2,61.9,57.0,7.35,7.39,4.56,945.18
28600,0.33,Ideal,E,VS2,61.2,56.0,4.45,4.47,2.73,658.34
28601,1.7,Premium,I,SI2,61.7,56.0,7.66,7.57,4.7,887.35
28602,0.9,Ideal,F,SI2,61.9,57.0,6.13,6.18,3.81,843.23
28603,1.51,Very Good,D,SI2,63.2,59.0,7.25,7.18,4.56,897.65
28604,0.24,Ideal,H,IF,62.5,54.0,3.97,4.0,2.49,622.26
28605,0.71,Ideal,D,VS2,62.5,55.0,5.71,5.74,3.58,807.62
28606,0.31,Very Good,G,SI1,61.8,55.0,4.35,4.38,2.69,619.44
28607,1.51,Ideal,E,SI2,62.5,57.0,7.29,7.34,4.57,923.11
28608,0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,625.38
28609,0.53,Ideal,J,SI1,61.6,55.0,5.2,5.23,3.21,690.68
28610,1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,831.26
28611,0.71,Very Good,F,VS2,63.3,57.0,5.65,5.69,3.59,805.39
28612,1.37,Ideal,J,SI2,62.2,55.0,7.07,7.11,4.41,871.46
28613,1.01,Good,G,VS2,63.7,56.0,6.4,6.32,4.05,864.84
28614,0.41,Ideal,G,SI2,61.0,57.0,4.82,4.79,2.93,672.86
28615,0.79,Ideal,D,SI1,61.3,54.0,5.96,6.01,3.67,811.01
28616,0.33,Ideal,E,VS1,60.0,57.0,4.47,4.5,2.69,643.78
28617,1.01,Premium,G,SI1,60.0,58.0,6.54,6.5,3.91,855.72
28618,0.76,Ideal,F,SI2,60.3,60.0,5.86,5.89,3.54,787.25
28619,0.92,Ideal,D,VS2,61.4,56.0,6.26,6.28,3.85,878.16
28620,0.42,Ideal,F,VS1,61.3,57.0,4.85,4.8,2.96,700.58
28621,2.02,Premium,J,SI2,62.7,60.0,7.98,8.1,5.04,934.69
28622,0.38,Ideal,G,VS1,61.3,55.8,4.65,4.71,2.87,672.38
28623,0.31,Very Good,F,SI1,58.8,59.0,4.44,4.5,2.63,612.91
28624,0.3,Very Good,G,VS1,62.4,58.0,4.22,4.24,2.64,640.52
28625,1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,855.08
28626,0.34,Premium,F,SI2,63.0,58.0,4.47,4.45,2.81,635.26
28627,0.72,Ideal,H,VS2,61.7,57.0,5.74,5.77,3.55,786.1
28628,2.01,Fair,E,SI2,65.5,56.0,7.84,7.79,5.12,931.97
28629,0.53,Ideal,F,SI2,61.7,55.0,5.22,5.25,3.23,725.91
28630,0.7,Very Good,F,SI1,61.4,57.0,5.73,5.77,3.53,767.83
28631,2.02,Premium,J,SI2,59.7,56.0,8.18,8.13,4.87,918.28
28632,1.05,Ideal,F,SI1,60.6,59.0,6.51,6.56,3.96,862.8
28633,0.25,Premium,E,VVS2,62.5,59.0,4.05,4.02,2.52,660.67
28634,1.5,Premium,I,SI2,62.8,57.0,7.34,7.25,4.58,895.09
28635,0.53,Ideal,G,VS1,62.7,55.0,5.16,5.18,3.24,745.07
28636,0.94,Ideal,F,I1,61.5,55.0,6.37,6.34,3.91,786.1
28637,1.54,Premium,G,VS2,61.8,58.0,7.43,7.39,4.58,948.19
28638,1.14,Premium,H,VS2,61.3,59.0,6.76,6.72,4.13,867.56
28639,0.32,Ideal,F,VS2,61.1,57.0,4.44,4.4,2.7,671.9
28640,1.2,Very Good,F,VVS2,62.9,59.0,6.72,6.76,4.24,929.57
28641,0.31,Ideal,G,SI1,61.7,54.0,4.38,4.4,2.71,610.03
28642,1.06,Ideal,G,VS1,61.2,56.0,6.56,6.62,4.03,896.06
28643,0.8,Ideal,G,SI2,62.1,57.0,5.95,6.03,3.72,779.52
28644,0.32,Ideal,D,VVS2,60.3,58.0,4.43,4.46,2.68,668.96
28645,1.11,Premium,E,SI2,61.0,60.0,6.68,6.66,4.07,833.73
28646,1.07,Ideal,G,VVS2,62.4,55.6,6.48,6.55,4.07,901.61
28647,0.34,Ideal,D,VS1,61.3,56.0,4.5,4.54,2.77,660.93
28648,0.7,Ideal,E,VS2,62.5,55.0,5.73,5.7,3.57,789.84
28649,0.52,Very Good,E,SI1,58.4,58.0,5.29,5.33,3.1,723.13
28650,1.29,Premium,E,I1,58.6,60.0,7.18,7.12,4.19,826.9
28651,0.37,Premium,D,SI1,61.0,62.0,4.64,4.61,2.82,677.31
28652,0.42,Very Good,E,SI1,62.5,55.0,4.8,4.83,3.01,665.03
28653,0.3,Premium,F,VS1,60.5,60.0,4.29,4.31,2.6,648.92
28654,0.9,Very Good,D,SI2,62.5,58.0,6.12,6.16,3.84,824.22
28655,0.7,Very Good,G,VS2,62.5,54.0,5.63,5.69,3.54,784.85
28656,1.0,Fair,E,SI2,65.8,58.0,6.28,6.16,4.09,798.89
28657,0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,782.88
28658,0.7,Premium,E,SI1,62.0,60.0,5.72,5.67,3.53,780.14
28659,0.4,Premium,F,SI1,62.3,57.0,4.74,4.67,2.93,685.12
28660,0.31,Premium,G,VS1,61.2,60.0,4.39,4.37,2.68,668.71
28661,0.55,Ideal,G,VS2,61.8,55.0,5.25,5.3,3.26,744.72
28662,1.33,Premium,G,VS1,60.2,60.0,7.12,7.2,4.31,919.15
28663,0.4,Ideal,I,VVS2,62.0,57.0,4.73,4.75,2.94,663.07
28664,0.6,Very Good,F,VVS1,61.2,58.0,5.42,5.46,3.33,811.16
28665,0.58,Ideal,F,VVS1,61.7,55.0,5.36,5.39,3.31,803.59
28666,0.41,Ideal,E,VS2,62.4,54.0,4.76,4.79,2.98,684.05
